x,y1,y2
0.03248,0.010560495283018868,0.002
0.03296300601202405,0.010472779568571105,0.0020623699049551387
0.0334460120240481,0.010385063854123341,0.0021247398099102774
0.033929018036072144,0.010297348139675578,0.002187109714865415
0.03441202404809619,0.010209967825005755,0.002249479619820554
0.03489503006012024,0.010202289788259994,0.0023118495247756925
0.03537803607214429,0.010194611751514234,0.002374219429730831
0.03586104208416834,0.010186933714768472,0.0024365893346859698
0.036344048096192384,0.010179255678022713,0.0024989592396411076
0.036827054108216434,0.010171577641276953,0.0025613291445962466
0.03731006012024048,0.010163899604531191,0.002623699049551385
0.03779306613226453,0.010156221567785432,0.002686068954506524
0.038276072144288575,0.01014854353103967,0.0027484388594616617
0.038759078156312625,0.01014086549429391,0.0028108087644168004
0.039242084168336674,0.01013318745754815,0.002873178669371939
0.039725090180360724,0.010125509420802389,0.0029355485743270777
0.040208096192384774,0.01011783138405663,0.0029979184792822164
0.040691102204408816,0.01011015334731087,0.003060288384237354
0.041174108216432866,0.010102475310565108,0.003122658289192493
0.041657114228456915,0.010094797273819348,0.0031850281941476315
0.042140120240480965,0.010087119237073587,0.00324739809910277
0.042623126252505014,0.010079441200327827,0.0033097680040579088
0.04310613226452906,0.010071763163582067,0.0033721379090130466
0.043589138276553106,0.010064085126836306,0.0034345078139681852
0.044072144288577156,0.010056407090090546,0.0034968777189233243
0.044555150300601205,0.010048729053344784,0.0035589282881114933
0.045038156312625255,0.010041051016599025,0.003615165419635953
0.0455211623246493,0.010033372979853265,0.0036714025511604123
0.04600416833667335,0.010025694943107503,0.0037276396826848718
0.046487174348697397,0.010018016906361744,0.0037838768142093317
0.046970180360721446,0.010010338869615984,0.0038401139457337917
0.047453186372745496,0.010002660832870222,0.0038963510772582516
0.04793619238476954,0.009994982796124463,0.003952588208782711
0.048419198396793595,0.009987304759378701,0.004008825340307171
0.04890220440881764,0.009996181044161152,0.0040650624718316306
0.04938521042084169,0.010026182888185336,0.00412129960335609
0.049868216432865736,0.010056184732209518,0.00417753673488055
0.05035122244488978,0.0100861865762337,0.004233773866405009
0.050834228456913835,0.010116188420257884,0.00429001099792947
0.05131723446893788,0.010146190264282066,0.004346248129453929
0.05180024048096193,0.010176192108306248,0.0044024852609783885
0.05228324649298598,0.010206193952330432,0.004458722392502849
0.05276625250501002,0.010236195796354614,0.0045149595240273075
0.053249258517034076,0.010266197640378798,0.004571196655551769
0.05373226452905812,0.01029619948440298,0.004627433787076227
0.05421527054108217,0.010326201328427162,0.004683670918600688
0.05469827655310622,0.010356203172451346,0.004739908050125147
0.05518128256513026,0.010386205016475528,0.004796145181649607
0.05566428857715431,0.01041620686049971,0.004852382313174066
0.05614729458917836,0.010446208704523894,0.004908619444698526
0.05663030060120241,0.010476210548548076,0.004961508768574494
0.05711330661322646,0.01050621239257226,0.004985598943945984
0.0575963126252505,0.010536214236596442,0.005009689119317473
0.05807931863727455,0.010566216080620625,0.005033779294688963
0.0585623246492986,0.010596217924644808,0.005057869470060453
0.05904533066132265,0.01062621976866899,0.005081959645431943
0.0595283366733467,0.010656221612693174,0.005106049820803433
0.06001134268537074,0.010686223456717357,0.005130139996174923
0.06049434869739479,0.010716225300741539,0.005154230171546413
0.06097735470941884,0.010746227144765723,0.0051783203469179025
0.06146036072144289,0.010776228988789905,0.0052024105222893925
0.06194336673346694,0.010806230832814087,0.005226500697660882
0.06242637274549098,0.01083623267683827,0.0052505908730323715
0.06290937875751504,0.010866234520862453,0.005274681048403862
0.06339238476953908,0.010953116330700617,0.005298771223775351
0.06387539078156312,0.01104816163138602,0.005322861399146841
0.06435839679358718,0.011143206932071426,0.005346951574518331
0.06484140280561122,0.01123825223275683,0.005371041749889821
0.06532440881763527,0.011333297533442234,0.00539513192526131
0.06580741482965932,0.01142834283412764,0.005419222100632801
0.06629042084168338,0.011523388134813045,0.005443312276004291
0.06677342685370742,0.011618433435498449,0.005467402451375781
0.06725643286573146,0.011713478736183853,0.00549149262674727
0.06773943887775552,0.011808524036869258,0.005515582802118761
0.06822244488977956,0.011903569337554662,0.00553967297749025
0.0687054509018036,0.011998614638240064,0.005565027972958365
0.06918845691382766,0.012093659938925472,0.00559721501259781
0.0696714629258517,0.012188705239610874,0.005629402052237255
0.07015446893787575,0.012283750540296278,0.005661589091876699
0.0706374749498998,0.012378795840981683,0.0056937761315161445
0.07112048096192386,0.01247384114166709,0.00572596317115559
